rt-uaw rt-uax rt-uay rt-uaz rt-faw rt-fax rt-fay rt-faz rt-thw rt-thx rt-thy rt-thz rt-llw rt-llx rt-lly rt-llz rt-ftw rt-ftx rt-fty rt-ftz lt-uaw lt-uax lt-uay lt-uaz lt-faw lt-fax lt-fay lt-faz lt-thw lt-thx lt-thy lt-thz lt-llw lt-llx lt-lly lt-llz lt-ftw lt-ftx lt-fty lt-ftz 
0.7709 -0.0701 -0.575 -0.265 0.2372 -0.4904 -0.8168 0.1898 0.7507 -0.2452 -0.6003 -0.1263 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.7199 0.1997 -0.6483 0.1469 0.9424 -0.0543 0.3274 0.0417 0.6976 0.1688 -0.6963 0.0095 0.7104 -0.0518 -0.6949 0.0988 0.9299 -0.0662 0.3506 -0.0892
0.7709 -0.0701 -0.575 -0.265 0.2372 -0.4904 -0.8168 0.1898 0.7507 -0.2452 -0.6003 -0.1263 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.7199 0.1997 -0.6483 0.1469 0.9424 -0.0543 0.3274 0.0417 0.6976 0.1688 -0.6963 0.0095 0.7104 -0.0518 -0.6949 0.0988 0.9299 -0.0662 0.3506 -0.0892
0.7709 -0.0701 -0.575 -0.265 0.2375 -0.4902 -0.8173 0.1878 0.7507 -0.2452 -0.6003 -0.1263 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.7199 0.1997 -0.6483 0.1469 0.9424 -0.0543 0.3274 0.0417 0.6964 0.1691 -0.6973 0.0125 0.7104 -0.0518 -0.6949 0.0988 0.9299 -0.0662 0.3506 -0.0892
0.7703 -0.0676 -0.576 -0.2652 0.2375 -0.4902 -0.8173 0.1878 0.7507 -0.2452 -0.6003 -0.1263 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.7199 0.1997 -0.6483 0.1469 0.9424 -0.0543 0.3274 0.0417 0.6964 0.1691 -0.6973 0.0125 0.7104 -0.0518 -0.6949 0.0988 0.9307 -0.067 0.3484 -0.0897
0.7703 -0.0676 -0.576 -0.2652 0.2375 -0.4902 -0.8173 0.1878 0.7507 -0.2452 -0.6003 -0.1263 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.7199 0.1997 -0.6483 0.1469 0.9424 -0.0543 0.3274 0.0417 0.6964 0.1691 -0.6973 0.0125 0.7104 -0.0518 -0.6949 0.0988 0.9307 -0.067 0.3484 -0.0897
0.7703 -0.0676 -0.576 -0.2652 0.2375 -0.4902 -0.8173 0.1878 0.7508 -0.2466 -0.6 -0.1245 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.7194 0.2007 -0.6479 0.1496 0.9424 -0.0543 0.3274 0.0417 0.6964 0.1691 -0.6973 0.0125 0.7104 -0.0518 -0.6949 0.0988 0.9307 -0.067 0.3484 -0.0897
0.7703 -0.0676 -0.576 -0.2652 0.2375 -0.4902 -0.8173 0.1878 0.7508 -0.2466 -0.6 -0.1245 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.7194 0.2007 -0.6479 0.1496 0.942 -0.0538 0.3287 0.0419 0.6964 0.1691 -0.6973 0.0125 0.7106 -0.0485 -0.6952 0.0964 0.9307 -0.067 0.3484 -0.0897
0.7703 -0.0676 -0.576 -0.2652 0.2375 -0.4902 -0.8173 0.1878 0.7508 -0.2466 -0.6 -0.1245 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.7194 0.2007 -0.6479 0.1496 0.942 -0.0538 0.3287 0.0419 0.6964 0.1691 -0.6973 0.0125 0.7106 -0.0485 -0.6952 0.0964 0.9307 -0.067 0.3484 -0.0897
0.7703 -0.0676 -0.576 -0.2652 0.2375 -0.4902 -0.8173 0.1878 0.7508 -0.2466 -0.6 -0.1245 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.7194 0.2007 -0.6479 0.1496 0.942 -0.0538 0.3287 0.0419 0.6964 0.1691 -0.6973 0.0125 0.7106 -0.0485 -0.6952 0.0964 0.9307 -0.067 0.3484 -0.0897
0.7668 -0.0668 -0.5767 -0.2736 0.2359 -0.4926 -0.8179 0.1812 0.7508 -0.2466 -0.6 -0.1245 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.7194 0.2007 -0.6479 0.1496 0.942 -0.0538 0.3287 0.0419 0.6946 0.1687 -0.6991 0.0181 0.7106 -0.0485 -0.6952 0.0964 0.9312 -0.0708 0.3458 -0.0906
0.7668 -0.0668 -0.5767 -0.2736 0.2359 -0.4926 -0.8179 0.1812 0.7508 -0.2466 -0.6 -0.1245 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.7194 0.2007 -0.6479 0.1496 0.942 -0.0538 0.3287 0.0419 0.6946 0.1687 -0.6991 0.0181 0.7106 -0.0485 -0.6952 0.0964 0.9312 -0.0708 0.3458 -0.0906
0.7668 -0.0668 -0.5767 -0.2736 0.2359 -0.4926 -0.8179 0.1812 0.7508 -0.2466 -0.6 -0.1245 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.7194 0.2007 -0.6479 0.1496 0.942 -0.0538 0.3287 0.0419 0.6946 0.1687 -0.6991 0.0181 0.7106 -0.0485 -0.6952 0.0964 0.9312 -0.0708 0.3458 -0.0906
0.7668 -0.0668 -0.5767 -0.2736 0.2359 -0.4926 -0.8179 0.1812 0.7507 -0.2503 -0.5979 -0.1279 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.718 0.2067 -0.6469 0.1528 0.942 -0.0538 0.3287 0.0419 0.6946 0.1687 -0.6991 0.0181 0.7106 -0.0485 -0.6952 0.0964 0.9312 -0.0708 0.3458 -0.0906
0.7668 -0.0668 -0.5767 -0.2736 0.2359 -0.4926 -0.8179 0.1812 0.7507 -0.2503 -0.5979 -0.1279 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.718 0.2067 -0.6469 0.1528 0.942 -0.0538 0.3287 0.0419 0.6946 0.1687 -0.6991 0.0181 0.7106 -0.0485 -0.6952 0.0964 0.9312 -0.0708 0.3458 -0.0906
0.7668 -0.0668 -0.5767 -0.2736 0.2359 -0.4926 -0.8179 0.1812 0.7507 -0.2503 -0.5979 -0.1279 0.2654 0.3116 -0.7283 -0.5497 0.6397 -0.1397 -0.7551 -0.0338 0.718 0.2067 -0.6469 0.1528 0.942 -0.0538 0.3287 0.0419 0.6946 0.1687 -0.6991 0.0181 0.7079 -0.0524 -0.6981 0.0944 0.9312 -0.0708 0.3458 -0.0906
0.7668 -0.0668 -0.5767 -0.2736 0.2359 -0.4926 -0.8179 0.1812 0.7507 -0.2503 -0.5979 -0.1279 0.2593 0.3054 -0.7291 -0.5549 0.6416 -0.132 -0.7553 -0.0192 0.718 0.2067 -0.6469 0.1528 0.9413 -0.048 0.3317 0.0413 0.6946 0.1687 -0.6991 0.0181 0.7079 -0.0524 -0.6981 0.0944 0.9312 -0.0708 0.3458 -0.0906
0.761 -0.0663 -0.5797 -0.2838 0.2394 -0.5009 -0.8137 0.1727 0.7507 -0.2503 -0.5979 -0.1279 0.2593 0.3054 -0.7291 -0.5549 0.6416 -0.132 -0.7553 -0.0192 0.718 0.2067 -0.6469 0.1528 0.9413 -0.048 0.3317 0.0413 0.6982 0.1704 -0.6953 0.0137 0.7079 -0.0524 -0.6981 0.0944 0.9312 -0.0708 0.3458 -0.0906
0.761 -0.0663 -0.5797 -0.2838 0.2394 -0.5009 -0.8137 0.1727 0.7507 -0.2503 -0.5979 -0.1279 0.2593 0.3054 -0.7291 -0.5549 0.6416 -0.132 -0.7553 -0.0192 0.7168 0.2161 -0.6452 0.1522 0.9413 -0.048 0.3317 0.0413 0.6982 0.1704 -0.6953 0.0137 0.7079 -0.0524 -0.6981 0.0944 0.9308 -0.0762 0.3457 -0.0905
