rt-uaw rt-uax rt-uay rt-uaz rt-faw rt-fax rt-fay rt-faz rt-thw rt-thx rt-thy rt-thz rt-llw rt-llx rt-lly rt-llz rt-ftw rt-ftx rt-fty rt-ftz lt-uaw lt-uax lt-uay lt-uaz lt-faw lt-fax lt-fay lt-faz lt-thw lt-thx lt-thy lt-thz lt-llw lt-llx lt-lly lt-llz lt-ftw lt-ftx lt-fty lt-ftz 
0.7198 -0.1569 -0.6531 -0.1752 0.5957 -0.5113 -0.5544 -0.2762 0.6947 -0.2001 -0.6594 -0.2064 0.6696 0.1318 -0.7273 -0.0732 0.5662 -0.4325 -0.6325 -0.3039 0.7314 0.2212 -0.6407 0.0747 0.9395 -0.0258 0.3396 -0.0368 0.6708 -0.0216 -0.7382 0.0685 0.7043 -0.1653 -0.6857 -0.0804 0.9249 0.0083 0.3778 0.0407
0.7166 -0.157 -0.6556 -0.1792 0.5957 -0.5113 -0.5544 -0.2762 0.6947 -0.2001 -0.6594 -0.2064 0.6744 0.1412 -0.7224 -0.0593 0.5621 -0.4297 -0.6346 -0.3109 0.7314 0.2212 -0.6407 0.0747 0.9371 -0.0197 0.347 -0.0332 0.6708 -0.0216 -0.7382 0.0685 0.7043 -0.1653 -0.6857 -0.0804 0.9256 0.0085 0.3764 0.0388
0.7166 -0.157 -0.6556 -0.1792 0.5957 -0.5113 -0.5544 -0.2762 0.6996 -0.192 -0.6592 -0.1978 0.6744 0.1412 -0.7224 -0.0593 0.5621 -0.4297 -0.6346 -0.3109 0.7314 0.2212 -0.6407 0.0747 0.9371 -0.0197 0.347 -0.0332 0.6686 -0.0172 -0.7388 0.0825 0.7043 -0.1653 -0.6857 -0.0804 0.9256 0.0085 0.3764 0.0388
0.7166 -0.157 -0.6556 -0.1792 0.5957 -0.5113 -0.5544 -0.2762 0.6996 -0.192 -0.6592 -0.1978 0.6744 0.1412 -0.7224 -0.0593 0.5621 -0.4297 -0.6346 -0.3109 0.7314 0.2212 -0.6407 0.0747 0.9371 -0.0197 0.347 -0.0332 0.6686 -0.0172 -0.7388 0.0825 0.7043 -0.1653 -0.6857 -0.0804 0.9256 0.0085 0.3764 0.0388
0.7166 -0.157 -0.6556 -0.1792 0.5957 -0.5113 -0.5544 -0.2762 0.6996 -0.192 -0.6592 -0.1978 0.6744 0.1412 -0.7224 -0.0593 0.5621 -0.4297 -0.6346 -0.3109 0.7322 0.223 -0.6408 0.0599 0.9371 -0.0197 0.347 -0.0332 0.6686 -0.0172 -0.7388 0.0825 0.7043 -0.1653 -0.6857 -0.0804 0.9256 0.0085 0.3764 0.0388
0.7166 -0.157 -0.6556 -0.1792 0.5957 -0.5113 -0.5544 -0.2762 0.6996 -0.192 -0.6592 -0.1978 0.6744 0.1412 -0.7224 -0.0593 0.5621 -0.4297 -0.6346 -0.3109 0.7322 0.223 -0.6408 0.0599 0.9371 -0.0197 0.347 -0.0332 0.6686 -0.0172 -0.7388 0.0825 0.7032 -0.2009 -0.6796 -0.0571 0.9256 0.0085 0.3764 0.0388
0.7166 -0.157 -0.6556 -0.1792 0.5957 -0.5113 -0.5544 -0.2762 0.6996 -0.192 -0.6592 -0.1978 0.6744 0.1412 -0.7224 -0.0593 0.5621 -0.4297 -0.6346 -0.3109 0.7322 0.223 -0.6408 0.0599 0.9371 -0.0197 0.347 -0.0332 0.6686 -0.0172 -0.7388 0.0825 0.7032 -0.2009 -0.6796 -0.0571 0.9256 0.0085 0.3764 0.0388
0.7166 -0.157 -0.6556 -0.1792 0.5957 -0.5113 -0.5544 -0.2762 0.6996 -0.192 -0.6592 -0.1978 0.6744 0.1412 -0.7224 -0.0593 0.5621 -0.4297 -0.6346 -0.3109 0.7322 0.223 -0.6408 0.0599 0.9371 -0.0197 0.347 -0.0332 0.6686 -0.0172 -0.7388 0.0825 0.7032 -0.2009 -0.6796 -0.0571 0.9256 0.0085 0.3764 0.0388
0.7133 -0.1572 -0.6573 -0.186 0.5957 -0.5113 -0.5544 -0.2762 0.6996 -0.192 -0.6592 -0.1978 0.6797 0.1315 -0.7181 -0.0708 0.5606 -0.4273 -0.6362 -0.3137 0.7322 0.223 -0.6408 0.0599 0.9262 -0.0133 0.3757 -0.0276 0.6686 -0.0172 -0.7388 0.0825 0.7032 -0.2009 -0.6796 -0.0571 0.9126 0.0065 0.4076 0.0313
0.7133 -0.1572 -0.6573 -0.186 0.5957 -0.5113 -0.5544 -0.2762 0.6938 -0.2094 -0.6558 -0.2111 0.6797 0.1315 -0.7181 -0.0708 0.5606 -0.4273 -0.6362 -0.3137 0.7322 0.223 -0.6408 0.0599 0.9262 -0.0133 0.3757 -0.0276 0.669 -0.0215 -0.7383 0.0833 0.7032 -0.2009 -0.6796 -0.0571 0.9126 0.0065 0.4076 0.0313
0.7133 -0.1572 -0.6573 -0.186 0.5957 -0.5113 -0.5544 -0.2762 0.6938 -0.2094 -0.6558 -0.2111 0.6797 0.1315 -0.7181 -0.0708 0.5606 -0.4273 -0.6362 -0.3137 0.7322 0.223 -0.6408 0.0599 0.9262 -0.0133 0.3757 -0.0276 0.669 -0.0215 -0.7383 0.0833 0.7032 -0.2009 -0.6796 -0.0571 0.9126 0.0065 0.4076 0.0313
0.7133 -0.1572 -0.6573 -0.186 0.5957 -0.5113 -0.5544 -0.2762 0.6938 -0.2094 -0.6558 -0.2111 0.6797 0.1315 -0.7181 -0.0708 0.5606 -0.4273 -0.6362 -0.3137 0.7361 0.218 -0.6393 0.0451 0.9262 -0.0133 0.3757 -0.0276 0.669 -0.0215 -0.7383 0.0833 0.7032 -0.2009 -0.6796 -0.0571 0.9126 0.0065 0.4076 0.0313
0.7133 -0.1572 -0.6573 -0.186 0.5957 -0.5113 -0.5544 -0.2762 0.6938 -0.2094 -0.6558 -0.2111 0.6797 0.1315 -0.7181 -0.0708 0.5606 -0.4273 -0.6362 -0.3137 0.7361 0.218 -0.6393 0.0451 0.9262 -0.0133 0.3757 -0.0276 0.669 -0.0215 -0.7383 0.0833 0.7032 -0.2009 -0.6796 -0.0571 0.9126 0.0065 0.4076 0.0313
0.7133 -0.1572 -0.6573 -0.186 0.5957 -0.5113 -0.5544 -0.2762 0.6938 -0.2094 -0.6558 -0.2111 0.6797 0.1315 -0.7181 -0.0708 0.5606 -0.4273 -0.6362 -0.3137 0.7361 0.218 -0.6393 0.0451 0.9262 -0.0133 0.3757 -0.0276 0.669 -0.0215 -0.7383 0.0833 0.7032 -0.2009 -0.6796 -0.0571 0.9126 0.0065 0.4076 0.0313
0.7133 -0.1572 -0.6573 -0.186 0.5957 -0.5113 -0.5544 -0.2762 0.6938 -0.2094 -0.6558 -0.2111 0.6797 0.1315 -0.7181 -0.0708 0.5606 -0.4273 -0.6362 -0.3137 0.7361 0.218 -0.6393 0.0451 0.9262 -0.0133 0.3757 -0.0276 0.669 -0.0215 -0.7383 0.0833 0.7032 -0.2009 -0.6796 -0.0571 0.9126 0.0065 0.4076 0.0313
0.7116 -0.1538 -0.6588 -0.1898 0.5957 -0.5113 -0.5544 -0.2762 0.6938 -0.2094 -0.6558 -0.2111 0.6761 0.1179 -0.7219 -0.088 0.5568 -0.4315 -0.6303 -0.3263 0.7361 0.218 -0.6393 0.0451 0.8942 0.0168 0.4465 -0.0266 0.669 -0.0215 -0.7383 0.0833 0.7032 -0.2009 -0.6796 -0.0571 0.8845 0.0041 0.4662 0.0153
0.7116 -0.1538 -0.6588 -0.1898 0.5957 -0.5113 -0.5544 -0.2762 0.6912 -0.2212 -0.6527 -0.2175 0.6761 0.1179 -0.7219 -0.088 0.5568 -0.4315 -0.6303 -0.3263 0.7361 0.218 -0.6393 0.0451 0.8942 0.0168 0.4465 -0.0266 0.6669 -0.0278 -0.7393 0.0887 0.7032 -0.2009 -0.6796 -0.0571 0.8845 0.0041 0.4662 0.0153
0.7116 -0.1538 -0.6588 -0.1898 0.5957 -0.5113 -0.5544 -0.2762 0.6912 -0.2212 -0.6527 -0.2175 0.6761 0.1179 -0.7219 -0.088 0.5568 -0.4315 -0.6303 -0.3263 0.7361 0.218 -0.6393 0.0451 0.8942 0.0168 0.4465 -0.0266 0.6669 -0.0278 -0.7393 0.0887 0.7032 -0.2009 -0.6796 -0.0571 0.8845 0.0041 0.4662 0.0153
