rt-uaw rt-uax rt-uay rt-uaz rt-faw rt-fax rt-fay rt-faz rt-thw rt-thx rt-thy rt-thz rt-llw rt-llx rt-lly rt-llz rt-ftw rt-ftx rt-fty rt-ftz lt-uaw lt-uax lt-uay lt-uaz lt-faw lt-fax lt-fay lt-faz lt-thw lt-thx lt-thy lt-thz lt-llw lt-llx lt-lly lt-llz lt-ftw lt-ftx lt-fty lt-ftz 
-0.6365 0.4622 0.4301 0.443 -0.5927 0.4784 0.5774 0.2941 -0.3964 0.4919 0.2908 0.7186 -0.6913 -0.0428 0.6784 0.2451 -0.5757 0.4088 0.6021 0.3728 -0.7218 0.0192 0.6852 0.0955 -0.9199 -0.2074 -0.2827 0.1755 -0.6655 0.2985 0.6696 0.1404 -0.5511 -0.4786 0.5509 -0.4045 -0.9349 0.1395 -0.2893 -0.1507
-0.6365 0.4622 0.4301 0.443 -0.5927 0.4784 0.5774 0.2941 -0.3964 0.4919 0.2908 0.7186 -0.6903 -0.0406 0.681 0.2409 -0.5757 0.4088 0.6021 0.3728 -0.7218 0.0192 0.6852 0.0955 -0.9199 -0.2074 -0.2827 0.1755 -0.6655 0.2985 0.6696 0.1404 -0.5511 -0.4786 0.5509 -0.4045 -0.9349 0.1395 -0.2893 -0.1507
-0.6365 0.4622 0.4301 0.443 -0.5927 0.4784 0.5774 0.2941 -0.3964 0.4919 0.2908 0.7186 -0.6903 -0.0406 0.681 0.2409 -0.5757 0.4088 0.6021 0.3728 -0.7218 0.0192 0.6852 0.0955 -0.9199 -0.2074 -0.2827 0.1755 -0.6655 0.2985 0.6696 0.1404 -0.5511 -0.4786 0.5509 -0.4045 -0.9349 0.1395 -0.2893 -0.1507
-0.6365 0.4622 0.4301 0.443 -0.5927 0.4784 0.5774 0.2941 -0.3964 0.4919 0.2908 0.7186 -0.6903 -0.0406 0.681 0.2409 -0.5757 0.4088 0.6021 0.3728 -0.7218 0.0192 0.6852 0.0955 -0.9199 -0.2074 -0.2827 0.1755 -0.6655 0.2985 0.6696 0.1404 -0.5511 -0.4786 0.5509 -0.4045 -0.9349 0.1395 -0.2893 -0.1507
-0.6384 0.4587 0.4293 0.4446 -0.5944 0.4739 0.5796 0.2935 -0.3964 0.4919 0.2908 0.7186 -0.6903 -0.0406 0.681 0.2409 -0.5757 0.4088 0.6021 0.3728 -0.7219 0.0195 0.6851 0.0954 -0.9199 -0.2074 -0.2827 0.1755 -0.6655 0.2985 0.6696 0.1404 -0.5511 -0.4786 0.5509 -0.4045 -0.9362 0.1362 -0.2869 -0.1509
-0.6384 0.4587 0.4293 0.4446 -0.5944 0.4739 0.5796 0.2935 -0.3964 0.4919 0.2908 0.7186 -0.6903 -0.0406 0.681 0.2409 -0.5757 0.4088 0.6021 0.3728 -0.7219 0.0195 0.6851 0.0954 -0.92 -0.2069 -0.2827 0.1754 -0.6655 0.2985 0.6696 0.1404 -0.5511 -0.4786 0.5509 -0.4045 -0.9362 0.1362 -0.2869 -0.1509
-0.6384 0.4587 0.4293 0.4446 -0.5944 0.4739 0.5796 0.2935 -0.3964 0.4919 0.2908 0.7186 -0.6903 -0.0406 0.681 0.2409 -0.5757 0.4088 0.6021 0.3728 -0.7219 0.0195 0.6851 0.0954 -0.92 -0.2069 -0.2827 0.1754 -0.665 0.2983 0.6699 0.1412 -0.5498 -0.4791 0.551 -0.4057 -0.9362 0.1362 -0.2869 -0.1509
-0.6384 0.4587 0.4293 0.4446 -0.5944 0.4739 0.5796 0.2935 -0.3964 0.4919 0.2908 0.7186 -0.6903 -0.0406 0.681 0.2409 -0.5746 0.4092 0.6019 0.3743 -0.7219 0.0195 0.6851 0.0954 -0.92 -0.2069 -0.2827 0.1754 -0.665 0.2983 0.6699 0.1412 -0.5498 -0.4791 0.551 -0.4057 -0.9362 0.1362 -0.2869 -0.1509
-0.6384 0.4587 0.4293 0.4446 -0.5944 0.4739 0.5796 0.2935 -0.3964 0.4919 0.2908 0.7186 -0.6882 -0.0359 0.6848 0.2369 -0.5746 0.4092 0.6019 0.3743 -0.7219 0.0195 0.6851 0.0954 -0.92 -0.2069 -0.2827 0.1754 -0.665 0.2983 0.6699 0.1412 -0.5498 -0.4791 0.551 -0.4057 -0.9362 0.1362 -0.2869 -0.1509
-0.6384 0.4587 0.4293 0.4446 -0.5944 0.4739 0.5796 0.2935 -0.3964 0.4919 0.2908 0.7186 -0.6882 -0.0359 0.6848 0.2369 -0.5746 0.4092 0.6019 0.3743 -0.7219 0.0195 0.6851 0.0954 -0.92 -0.2069 -0.2827 0.1754 -0.665 0.2983 0.6699 0.1412 -0.5498 -0.4791 0.551 -0.4057 -0.9362 0.1362 -0.2869 -0.1509
-0.6384 0.4587 0.4293 0.4446 -0.5944 0.4739 0.5796 0.2935 -0.3964 0.4919 0.2908 0.7186 -0.6882 -0.0359 0.6848 0.2369 -0.5746 0.4092 0.6019 0.3743 -0.7219 0.0195 0.6851 0.0954 -0.92 -0.2069 -0.2827 0.1754 -0.665 0.2983 0.6699 0.1412 -0.5498 -0.4791 0.551 -0.4057 -0.9362 0.1362 -0.2869 -0.1509
-0.6409 0.454 0.4289 0.4463 -0.597 0.4686 0.5812 0.2936 -0.3964 0.4919 0.2908 0.7186 -0.6882 -0.0359 0.6848 0.2369 -0.5746 0.4092 0.6019 0.3743 -0.7219 0.0195 0.6851 0.0954 -0.92 -0.2069 -0.2827 0.1754 -0.665 0.2983 0.6699 0.1412 -0.5498 -0.4791 0.551 -0.4057 -0.936 0.1361 -0.2875 -0.1509
-0.6409 0.454 0.4289 0.4463 -0.597 0.4686 0.5812 0.2936 -0.3964 0.4919 0.2908 0.7186 -0.6882 -0.0359 0.6848 0.2369 -0.5746 0.4092 0.6019 0.3743 -0.7226 0.0198 0.6844 0.0948 -0.92 -0.2069 -0.2827 0.1754 -0.665 0.2983 0.6699 0.1412 -0.5498 -0.4791 0.551 -0.4057 -0.936 0.1361 -0.2875 -0.1509
-0.6409 0.454 0.4289 0.4463 -0.597 0.4686 0.5812 0.2936 -0.3964 0.4919 0.2908 0.7186 -0.6882 -0.0359 0.6848 0.2369 -0.5746 0.4092 0.6019 0.3743 -0.7226 0.0198 0.6844 0.0948 -0.92 -0.2069 -0.2827 0.1754 -0.665 0.2983 0.6699 0.1412 -0.5498 -0.4791 0.551 -0.4057 -0.936 0.1361 -0.2875 -0.1509
-0.6409 0.454 0.4289 0.4463 -0.597 0.4686 0.5812 0.2936 -0.4017 0.5005 0.2887 0.7104 -0.6882 -0.0359 0.6848 0.2369 -0.5746 0.4092 0.6019 0.3743 -0.7226 0.0198 0.6844 0.0948 -0.92 -0.2069 -0.2827 0.1754 -0.6647 0.3004 0.6693 0.1411 -0.5498 -0.4791 0.551 -0.4057 -0.936 0.1361 -0.2875 -0.1509
-0.6409 0.454 0.4289 0.4463 -0.597 0.4686 0.5812 0.2936 -0.4017 0.5005 0.2887 0.7104 -0.6893 -0.0327 0.6846 0.2345 -0.5718 0.407 0.6038 0.3779 -0.7226 0.0198 0.6844 0.0948 -0.92 -0.2069 -0.2827 0.1754 -0.6647 0.3004 0.6693 0.1411 -0.5498 -0.4791 0.551 -0.4057 -0.936 0.1361 -0.2875 -0.1509
